ID_PI,KPI,PI,Gebied,Eenheid,Ref_value_month_2,Ref_value_month_0,Ref_value_month_minus2,Date,Value,Score
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Apr/11,1.6,8.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,May/11,1.8,8.4
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Jun/11,1.6,8.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Jul/11,1.9,8.3
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Aug/11,2.4,7.8
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Sep/11,1.7,8.5
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Oct/11,1.6,8.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Nov/11,1.6,8.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Dec/11,2.7,7.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Jan/12,2.6,7.7
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Feb/12,1.5,8.7
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Mar/12,1.3,8.8
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Apr/12,1.4,8.7
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,May/12,3.1,7.2
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Jun/12,2.6,7.7
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Jul/12,7.7,3.1
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Aug/12,3.5,6.9
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Sep/12,1.8,8.4
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Oct/12,2.5,7.8
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Nov/12,0.7,9.4
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Dec/12,1.7,8.5
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Jan/13,1.9,8.3
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Feb/13,0.9,9.2
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Mar/13,0.9,9.2
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Apr/13,1.5,8.7
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,May/13,2.4,7.8
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Jun/13,1.3,8.8
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Jul/13,1.7,8.5
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Aug/13,1.5,8.7
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Sep/13,1.6,8.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Oct/13,3.0,7.3
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Nov/13,2.7,7.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Dec/13,1.3,8.8
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Jan/14,2.6,7.7
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Feb/14,1.9,8.3
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Mar/14,1.3,8.8
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Apr/14,1.5,8.7
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,May/14,0.0,10.0
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Jun/14,0.0,10.0
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Jul/14,0.0,10.0
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Aug/14,0.0,10.0
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Sep/14,0.0,10.0
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Oct/14,0.0,10.0
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Nov/14,0.0,10.0
1,TEVREDENHEID,Meldingen burgers - Totaal,Almere,Aantal/maand/10000 inwoners,0,5,10,Dec/14,0.0,10.0
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Jan/09,1.6,8.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Feb/09,0.0,10.0
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Mar/09,0.4,9.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Apr/09,0.4,9.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,May/09,1.1,9.0
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Jun/09,1.3,8.8
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Jul/09,1.1,9.0
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Aug/09,0.4,9.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Sep/09,0.4,9.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Oct/09,0.4,9.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Nov/09,0.2,9.8
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Dec/09,0.2,9.8
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Jan/10,0.5,9.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Feb/10,0.2,9.8
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Mar/10,3.1,7.2
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Apr/10,2.3,7.9
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,May/10,2.5,7.8
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Jun/10,4.3,6.1
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Jul/10,4.1,6.3
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Aug/10,6.1,4.5
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Sep/10,2.3,7.9
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Oct/10,2.3,7.9
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Nov/10,0.9,9.2
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Dec/10,0.5,9.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Jan/11,2.5,7.8
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Feb/11,3.4,6.9
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Mar/11,0.5,9.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Apr/11,2.0,8.2
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,May/11,1.4,8.7
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Jun/11,1.1,9.0
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Jul/11,2.0,8.2
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Aug/11,2.7,7.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Sep/11,1.8,8.4
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Oct/11,1.3,8.8
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Nov/11,1.3,8.8
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Dec/11,2.3,7.9
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Jan/12,2.7,7.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Feb/12,1.4,8.7
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Mar/12,2.0,8.2
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Apr/12,1.6,8.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,May/12,1.8,8.4
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Jun/12,1.1,9.0
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Jul/12,7.9,2.9
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Aug/12,4.7,5.8
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Sep/12,3.2,7.1
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Oct/12,3.1,7.2
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Nov/12,0.5,9.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Dec/12,1.6,8.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Jan/13,1.8,8.4
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Feb/13,0.5,9.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Mar/13,1.1,9.0
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Apr/13,1.3,8.8
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,May/13,1.3,8.8
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Jun/13,0.7,9.4
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Jul/13,1.8,8.4
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Aug/13,1.3,8.8
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Sep/13,1.1,9.0
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Oct/13,1.4,8.7
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Nov/13,2.5,7.8
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Dec/13,0.9,9.2
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Jan/14,1.6,8.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Feb/14,1.3,8.8
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Mar/14,1.3,8.8
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Apr/14,1.1,9.0
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,May/14,0.0,10.0
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Jun/14,0.0,10.0
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Jul/14,0.0,10.0
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Aug/14,0.0,10.0
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Sep/14,0.0,10.0
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Oct/14,0.0,10.0
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Nov/14,0.0,10.0
1,TEVREDENHEID,Meldingen burgers - Totaal,Buiten,Aantal/maand/10000 inwoners,0,5,10,Dec/14,0.0,5.0
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Jan/09,2.7,7.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Feb/09,2.3,7.9
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Mar/09,0.9,9.2
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Apr/09,1.4,8.7
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,May/09,1.4,8.7
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Jun/09,3.2,7.1
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Jul/09,3.6,6.8
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Aug/09,1.8,8.4
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Sep/09,1.8,8.4
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Oct/09,2.3,7.9
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Nov/09,3.2,7.1
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Dec/09,2.3,7.9
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Jan/10,7.8,3.0
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Feb/10,2.3,7.9
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Mar/10,8.7,2.2
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Apr/10,4.1,6.3
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,May/10,5.9,4.7
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Jun/10,4.6,5.9
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Jul/10,10.0,1.0
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Aug/10,9.1,1.8
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Sep/10,5.0,5.5
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Oct/10,2.7,7.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Nov/10,3.2,7.1
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Dec/10,0.9,9.2
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Jan/11,2.7,7.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Feb/11,1.4,8.7
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Mar/11,1.4,8.7
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Apr/11,1.8,8.4
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,May/11,2.3,7.9
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Jun/11,1.8,8.4
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Jul/11,2.7,7.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Aug/11,2.7,7.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Sep/11,2.3,7.9
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Oct/11,2.7,7.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Nov/11,2.3,7.9
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Dec/11,2.3,7.9
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Jan/12,3.2,7.1
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Feb/12,1.8,8.4
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Mar/12,0.5,9.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Apr/12,1.8,8.4
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,May/12,7.8,3.0
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Jun/12,2.7,7.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Jul/12,4.1,6.3
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Aug/12,2.7,7.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Sep/12,1.4,8.7
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Oct/12,5.5,5.1
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Nov/12,0.5,9.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Dec/12,2.3,7.9
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Jan/13,3.2,7.1
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Feb/13,1.4,8.7
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Mar/13,0.0,10.0
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Apr/13,3.2,7.1
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,May/13,6.4,4.2
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Jun/13,1.8,8.4
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Jul/13,1.8,8.4
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Aug/13,3.2,7.1
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Sep/13,1.8,8.4
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Oct/13,6.4,4.2
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Nov/13,4.1,6.3
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Dec/13,2.3,7.9
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Jan/14,0.5,9.6
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Feb/14,2.3,7.9
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Mar/14,1.4,8.7
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,Apr/14,1.4,8.7
1,TEVREDENHEID,Meldingen burgers - Totaal,Haven,Aantal/maand/10000 inwoners,0,5,10,May/14,0.0,10.0
